resume_text,job_text,fit_score
Resume content 297,Job description content 297,0.4547869126184093
Resume content 298,Job description content 298,0.22513532597567498
Resume content 299,Job description content 299,0.7048405116259584
Resume content 300,Job description content 300,0.8560415999782144
Resume content 301,Job description content 301,0.9265727390060816
Resume content 302,Job description content 302,0.5488098117369316
Resume content 303,Job description content 303,0.25460108538991655
Resume content 304,Job description content 304,0.3745836334851316
Resume content 305,Job description content 305,0.9117368545711679
Resume content 306,Job description content 306,0.010668183342078641
Resume content 307,Job description content 307,0.8773061170561847
Resume content 308,Job description content 308,0.7043443172197995
Resume content 309,Job description content 309,0.44552489122394434
Resume content 310,Job description content 310,0.2909961833602073
Resume content 311,Job description content 311,0.3182798203386531
Resume content 312,Job description content 312,0.6055487590203725
Resume content 313,Job description content 313,0.32858569952882366
Resume content 314,Job description content 314,0.6394028296414829
Resume content 315,Job description content 315,0.10676260892299938
Resume content 316,Job description content 316,0.8496892049392889
Resume content 317,Job description content 317,0.7818935929061966
Resume content 318,Job description content 318,0.9764018852804439
Resume content 319,Job description content 319,0.8140758871899886
Resume content 320,Job description content 320,0.3196280366805261
Resume content 321,Job description content 321,0.7168003880428389
Resume content 322,Job description content 322,0.8113541879954489
Resume content 323,Job description content 323,0.41630621755040065
Resume content 324,Job description content 324,0.5985597935320892
Resume content 325,Job description content 325,0.5069461284110575
Resume content 326,Job description content 326,0.8632146970098665
Resume content 327,Job description content 327,0.36135594531615867
Resume content 328,Job description content 328,0.7096443037317078
Resume content 329,Job description content 329,0.1637629002247981
Resume content 330,Job description content 330,0.6974389462171817
Resume content 331,Job description content 331,0.5498073645516711
Resume content 332,Job description content 332,0.34292354216010645
Resume content 333,Job description content 333,0.23311181797271452
Resume content 334,Job description content 334,0.7928086595928058
Resume content 335,Job description content 335,0.245705118894483
Resume content 336,Job description content 336,0.7940212716579717
Resume content 337,Job description content 337,0.6775985344033508
Resume content 338,Job description content 338,0.4005844812100853
Resume content 339,Job description content 339,0.22602460755815834
Resume content 340,Job description content 340,0.10024518403748295
Resume content 341,Job description content 341,0.2785329240679648
Resume content 342,Job description content 342,0.015540760251723684
Resume content 343,Job description content 343,0.4590755488632615
Resume content 344,Job description content 344,0.44307475450950207
Resume content 345,Job description content 345,0.0432370079597828
Resume content 346,Job description content 346,0.3625922992267677
Resume content 347,Job description content 347,0.2478906519295211
Resume content 348,Job description content 348,0.14119486355403232
Resume content 349,Job description content 349,0.04817143438427329
Resume content 350,Job description content 350,0.4738352722921778
Resume content 351,Job description content 351,0.4733601800015156
Resume content 352,Job description content 352,0.999320968051759
Resume content 353,Job description content 353,0.820113642293057
Resume content 354,Job description content 354,0.745392476990743
Resume content 355,Job description content 355,0.2713139602651071
Resume content 356,Job description content 356,0.15022876509878802
Resume content 357,Job description content 357,0.00901299263742239
Resume content 358,Job description content 358,0.8776917190208325
Resume content 359,Job description content 359,0.15576989862855528
Resume content 360,Job description content 360,0.6130513335996681
Resume content 361,Job description content 361,0.7433590885204299
Resume content 362,Job description content 362,0.7776423982000115
Resume content 363,Job description content 363,0.9683617753029103
Resume content 364,Job description content 364,0.26512646374473314
Resume content 365,Job description content 365,0.38192571032428957
Resume content 366,Job description content 366,0.09943425673650408
Resume content 367,Job description content 367,0.7834030561408509
Resume content 368,Job description content 368,0.9306383347076459
Resume content 369,Job description content 369,0.6967642934349074
Resume content 370,Job description content 370,0.7935990360432406
Resume content 371,Job description content 371,0.7704675576151025
Resume content 372,Job description content 372,0.7645416592131166
Resume content 373,Job description content 373,0.5932418679730083
Resume content 374,Job description content 374,0.4831909145908535
Resume content 375,Job description content 375,0.7929000306977627
Resume content 376,Job description content 376,0.8902790742007826
Resume content 377,Job description content 377,0.3437066117786234
Resume content 378,Job description content 378,0.4689599212230635
Resume content 379,Job description content 379,0.8584400423075412
Resume content 380,Job description content 380,0.31051124505694916
Resume content 381,Job description content 381,0.026535916461070896
Resume content 382,Job description content 382,0.6114576249083548
Resume content 383,Job description content 383,0.18326963757662906
Resume content 384,Job description content 384,0.4875249877492067
Resume content 385,Job description content 385,0.22601629623351083
Resume content 386,Job description content 386,0.7639185494324346
Resume content 387,Job description content 387,0.4259785759949357
Resume content 388,Job description content 388,0.3513927328163089
Resume content 389,Job description content 389,0.3717663977086497
Resume content 390,Job description content 390,0.48929753232382045
Resume content 391,Job description content 391,0.5560344041790967
Resume content 392,Job description content 392,0.4346656675756341
Resume content 393,Job description content 393,0.6848085566236769
Resume content 394,Job description content 394,0.07695349461060419
Resume content 395,Job description content 395,0.5882728895511818
Resume content 396,Job description content 396,0.15252275269408422
Resume content 397,Job description content 397,0.19705975529818276
Resume content 398,Job description content 398,0.28925068184771385
Resume content 399,Job description content 399,0.20564457608445863
Resume content 400,Job description content 400,0.531086295283276
Resume content 401,Job description content 401,0.1618029800140126
Resume content 402,Job description content 402,0.978642673153731
Resume content 403,Job description content 403,0.28085920036563783
Resume content 404,Job description content 404,0.3868490553719408
Resume content 405,Job description content 405,0.1782593343610771
Resume content 406,Job description content 406,0.30975456033425475
Resume content 407,Job description content 407,0.5165513995805917
Resume content 408,Job description content 408,0.9975176190994685
Resume content 409,Job description content 409,0.6952276273719026
Resume content 410,Job description content 410,0.9525794464690085
Resume content 411,Job description content 411,0.21597750904743185
Resume content 412,Job description content 412,0.8626049568688915
Resume content 413,Job description content 413,0.15616173906617603
Resume content 414,Job description content 414,0.3792735203601699
Resume content 415,Job description content 415,0.5153779771220323
Resume content 416,Job description content 416,0.1478208391582465
Resume content 417,Job description content 417,0.7664032867710374
Resume content 418,Job description content 418,0.40870307697051356
Resume content 419,Job description content 419,0.34928560350077587
Resume content 420,Job description content 420,0.7136362175419774
Resume content 421,Job description content 421,0.3365383117076546
Resume content 422,Job description content 422,0.0964679130438646
Resume content 423,Job description content 423,0.6367321931864627
Resume content 424,Job description content 424,0.9801267353592725
Resume content 425,Job description content 425,0.8292547712693277
Resume content 426,Job description content 426,0.8730782184372253
Resume content 427,Job description content 427,0.2543925060707606
Resume content 428,Job description content 428,0.7083592207680975
Resume content 429,Job description content 429,0.9021604676470142
Resume content 430,Job description content 430,0.8482747419939365
Resume content 431,Job description content 431,0.7839951747697055
Resume content 432,Job description content 432,0.950972886006646
Resume content 433,Job description content 433,0.49402039160866285
Resume content 434,Job description content 434,0.46204245976768843
Resume content 435,Job description content 435,0.8578443707386336
Resume content 436,Job description content 436,0.736090055373763
Resume content 437,Job description content 437,0.5871680967797159
Resume content 438,Job description content 438,0.3915354366620819
Resume content 439,Job description content 439,0.6449163398754538
Resume content 440,Job description content 440,0.8518160739504741
Resume content 441,Job description content 441,0.3215531028406128
Resume content 442,Job description content 442,0.2518233318378832
Resume content 443,Job description content 443,0.5620407771673426
Resume content 444,Job description content 444,0.20209457392834218
Resume content 445,Job description content 445,0.9572147024255487
Resume content 446,Job description content 446,0.15902214051632102
Resume content 447,Job description content 447,0.23147653790797784
Resume content 448,Job description content 448,0.9336632456494531
Resume content 449,Job description content 449,0.5434361197161056
Resume content 450,Job description content 450,0.05480495394759077
Resume content 451,Job description content 451,0.75084686953218
Resume content 452,Job description content 452,0.05971920990346047
Resume content 453,Job description content 453,0.9000060460433646
Resume content 454,Job description content 454,0.8426520437437375
Resume content 455,Job description content 455,0.20134024044310128
Resume content 456,Job description content 456,0.7105891792010947
Resume content 457,Job description content 457,0.8182544213884959
Resume content 458,Job description content 458,0.6949781474988702
Resume content 459,Job description content 459,0.8847382766042134
Resume content 460,Job description content 460,0.7636864305864868
Resume content 461,Job description content 461,0.5721265896925068
Resume content 462,Job description content 462,0.20034911040081627
Resume content 463,Job description content 463,0.8718567897035445
Resume content 464,Job description content 464,0.5865681787545624
Resume content 465,Job description content 465,0.4671482332555068
Resume content 466,Job description content 466,0.7634046482282462
Resume content 467,Job description content 467,0.43827936225092556
Resume content 468,Job description content 468,0.08682102418549498
Resume content 469,Job description content 469,0.5579736578353978
Resume content 470,Job description content 470,0.8455818924601785
Resume content 471,Job description content 471,0.5974358730784036
Resume content 472,Job description content 472,0.5468947037743693
Resume content 473,Job description content 473,0.16123279498140097
Resume content 474,Job description content 474,0.13187336706942387
Resume content 475,Job description content 475,0.17704305103234186
Resume content 476,Job description content 476,0.9419327445149449
Resume content 477,Job description content 477,0.9557802379378387
Resume content 478,Job description content 478,0.4598817738051877
Resume content 479,Job description content 479,0.0882892385979851
Resume content 480,Job description content 480,0.8941066050631994
Resume content 481,Job description content 481,0.1934041304306804
Resume content 482,Job description content 482,0.02294650267077536
Resume content 483,Job description content 483,0.8886765622653531
Resume content 484,Job description content 484,0.5422721413534083
Resume content 485,Job description content 485,0.9972154624354789
Resume content 486,Job description content 486,0.665179879156227
Resume content 487,Job description content 487,0.8583510122023333
Resume content 488,Job description content 488,0.0684745622736147
Resume content 489,Job description content 489,0.6403978895624934
Resume content 490,Job description content 490,0.5695132582878438
Resume content 491,Job description content 491,0.10168964831514449
Resume content 492,Job description content 492,0.682135057225408
Resume content 493,Job description content 493,0.43224432706463034
Resume content 494,Job description content 494,0.5859763205358138
Resume content 495,Job description content 495,0.6941545462304829
Resume content 496,Job description content 496,0.9917556085415236
Resume content 497,Job description content 497,0.38738476184902637
Resume content 498,Job description content 498,0.6790869464948098
Resume content 499,Job description content 499,0.5164208072539128
